sr_no,HostTimestamp,X_mg,Y_mg,Z_mg,X_dps,Y_dps,Z_dps,move_type
51,2142952,-30.0,-993.0,-12.0,0.7,-3.8,-5.8,D
52,2142961,18.0,-954.0,11.0,-5.0,1.7,2.8,D
53,2143021,4.0,-958.0,-12.0,-4.5,4.8,6.9,D
54,2143081,-22.0,-975.0,-52.0,0.5,-1.7,2.1,D
55,2143110,-19.0,-994.0,-6.0,1.9,-0.1,1.8,D
56,2143171,-27.0,-1000.0,-44.0,4.9,-0.7,-3.2,D
57,2143231,-46.0,-1015.0,-50.0,7.0,1.5,-7.0,D
58,2143260,-2.0,-1004.0,-7.0,7.8,4.4,-3.2,D
59,2143321,-14.0,-999.0,7.0,1.7,2.5,-0.4,D
60,2143381,-12.0,-1005.0,-17.0,2.8,3.5,-2.1,D
61,2143410,16.0,-990.0,32.0,3.6,-2.1,-1.6,D
62,2143471,14.0,-982.0,14.0,2.3,-2.1,2.1,D
63,2143531,-68.0,-1042.0,19.0,-2.5,0.2,7.3,D
64,2143561,6.0,-1004.0,37.0,-3.7,-4.5,2.1,D
65,2143621,-35.0,-1013.0,6.0,-2.6,-1.6,1.9,D
66,2143681,-35.0,-1013.0,6.0,-4.0,-3.8,1.7,D
67,2143710,-19.0,-1003.0,31.0,0.7,-3.3,-0.4,D
68,2143771,-14.0,-1000.0,-4.0,1.4,-9.9,-2.5,D
69,2143830,-55.0,-1011.0,-24.0,1.4,-9.9,-2.5,D
70,2143861,-16.0,-1009.0,54.0,6.8,1.1,2.4,D
71,2143921,-47.0,-1009.0,24.0,10.0,-1.1,-1.5,D
72,2143981,-12.0,-995.0,52.0,8.4,-0.9,-0.9,D
73,2144010,-8.0,-990.0,57.0,9.1,0.3,-0.1,D
74,2144071,-21.0,-1012.0,80.0,9.3,-3.4,-1.4,D
75,2144131,-20.0,-1030.0,88.0,5.1,-1.1,0.2,D
76,2144161,-15.0,-1010.0,84.0,5.2,-1.4,-1.4,D
77,2144221,-4.0,-1000.0,103.0,2.8,-3.2,-0.8,D
78,2144281,-4.0,-1000.0,103.0,0.4,-0.5,1.6,D
79,2144310,-12.0,-976.0,118.0,0.4,-3.3,1.0,D
80,2144371,1.0,-965.0,109.0,2.1,-0.8,3.5,D
81,2144431,-16.0,-988.0,120.0,0.8,-0.5,3.2,D
82,2144460,-7.0,-1027.0,116.0,0.8,-0.5,3.2,D
83,2144521,-37.0,-997.0,91.0,-2.1,-3.0,1.5,D
84,2144582,-19.0,-1033.0,105.0,-3.5,-0.4,3.7,D
85,2144611,-32.0,-1025.0,95.0,-7.0,-3.0,4.2,D
86,2144671,-22.0,-1005.0,96.0,-6.5,-4.0,1.4,D
87,2144731,-48.0,-1041.0,125.0,-13.0,-5.5,0.7,D
88,2144760,-29.0,-1019.0,69.0,-9.7,-2.4,-5.7,D
89,2144821,-13.0,-1009.0,84.0,-10.6,-0.5,-1.6,D
90,2144881,-10.0,-1008.0,67.0,-13.3,-1.6,-3.3,D
91,2144911,-39.0,-991.0,7.0,-14.7,-1.6,-2.0,D
92,2144971,2.0,-1000.0,56.0,-5.8,-1.0,-3.8,D
93,2145031,-31.0,-1003.0,29.0,-9.7,-0.9,-2.9,D
94,2145060,-10.0,-994.0,7.0,-7.5,-0.5,-2.3,D
95,2145121,-27.0,-1015.0,9.0,-7.9,1.2,-1.4,D
96,2145181,10.0,-991.0,5.0,-2.3,-0.1,-3.2,D
97,2145211,-10.0,-1027.0,28.0,2.1,4.0,1.1,D
98,2145271,27.0,-1020.0,44.0,1.8,4.4,0.8,D
99,2145331,4.0,-1015.0,26.0,0.2,1.6,-0.2,D
100,2145360,-11.0,-1020.0,35.0,-1.8,3.4,1.8,D
101,2145421,-1.0,-1016.0,28.0,-1.6,1.1,1.4,D
102,2145481,-11.0,-1013.0,40.0,-1.4,1.4,1.9,D
1,625695,65.0,-65.0,1145.0,20.7,-3.7,14.4,D
2,625756,-4.0,-85.0,1071.0,22.6,7.9,12.3,D
3,625818,90.0,-48.0,1298.0,23.5,10.2,4.1,D
4,625845,70.0,-61.0,1261.0,7.0,13.3,2.4,D
5,625906,79.0,-44.0,1216.0,2.6,14.3,2.9,D
6,625966,101.0,-40.0,1126.0,-1.0,-4.5,4.2,D
7,625994,71.0,-44.0,1015.0,-5.6,0.4,3.7,D
8,626055,59.0,-28.0,1014.0,-0.4,-6.0,2.8,D
9,626116,35.0,-41.0,1004.0,3.3,-5.2,2.1,D
10,626145,44.0,-37.0,1000.0,-0.9,-0.9,1.0,D
11,626206,69.0,-33.0,1013.0,-1.4,0.2,0.0,D
12,626265,77.0,-36.0,1031.0,-2.5,-2.6,1.5,D
13,626295,71.0,-52.0,1005.0,-2.8,0.4,1.9,D
14,626356,85.0,-51.0,996.0,-3.7,-1.0,1.8,D
15,626416,64.0,-51.0,1013.0,1.5,-1.6,2.1,D
16,626445,75.0,-45.0,1042.0,-3.1,-2.8,2.5,D
17,626506,72.0,-43.0,1001.0,-3.0,-0.7,2.2,D
18,626565,82.0,-48.0,997.0,-1.6,-1.6,2.5,D
19,626594,90.0,-52.0,1007.0,-0.6,-1.4,2.5,D
20,626656,88.0,-55.0,991.0,-1.4,-0.6,3.4,D
21,626717,73.0,-62.0,1009.0,-1.2,-1.5,3.3,D
22,626745,73.0,-67.0,995.0,-3.4,0.9,3.2,D
23,626806,77.0,-73.0,1015.0,-0.2,0.0,3.0,D
24,626866,78.0,-66.0,1005.0,-4.1,1.1,1.6,D
25,626895,75.0,-66.0,1016.0,-2.5,3.1,2.4,D
26,626979,74.0,-66.0,1010.0,-0.9,-0.8,1.9,D
27,627016,94.0,-55.0,1019.0,-1.1,-1.4,2.5,D
28,627045,78.0,-69.0,989.0,-3.1,-1.6,3.9,D
29,627106,69.0,-73.0,1002.0,-0.9,-2.5,3.8,D
30,627166,81.0,-81.0,979.0,-4.8,1.8,4.0,D
31,627195,65.0,-92.0,980.0,-2.6,0.6,4.1,D
32,627256,62.0,-89.0,1019.0,-0.7,2.7,3.5,D
33,627346,75.0,-80.0,1011.0,-3.2,2.3,3.8,D
34,627347,73.0,-84.0,1019.0,-1.1,2.5,4.4,D
35,627406,72.0,-85.0,1015.0,-5.2,2.5,6.0,D
36,627467,67.0,-90.0,1027.0,1.1,-0.7,4.6,D
37,627495,64.0,-91.0,1008.0,-1.3,-1.0,3.9,D
38,627555,59.0,-94.0,1012.0,-1.6,-1.4,3.8,D
39,627617,62.0,-99.0,991.0,-2.3,0.5,2.8,D
40,627645,45.0,-99.0,997.0,-0.1,-2.5,2.2,D
41,627706,55.0,-93.0,1019.0,-1.4,0.0,2.1,D
42,627766,73.0,-93.0,1026.0,-1.2,-1.1,0.7,D
43,627794,69.0,-102.0,1000.0,-2.0,0.0,2.1,D
44,627856,77.0,-97.0,1029.0,-0.3,-2.7,2.3,D
45,628003,74.0,-108.0,992.0,-2.1,1.1,2.8,D
46,628003,74.0,-108.0,992.0,-3.1,0.2,2.5,D
47,628024,46.0,-119.0,969.0,1.0,0.4,2.1,D
48,628155,55.0,-110.0,1003.0,0.7,-0.3,1.4,D
49,628155,55.0,-110.0,1003.0,1.3,1.0,0.2,D
50,628175,56.0,-105.0,1006.0,0.4,1.2,-0.3,D
51,628216,79.0,-102.0,1009.0,2.5,-0.6,0.0,D
52,628245,89.0,-98.0,1022.0,2.2,-0.5,0.2,D
53,628305,91.0,-92.0,1049.0,1.3,-5.0,0.5,D
54,628366,71.0,-103.0,998.0,-1.1,-2.8,1.1,D
55,628394,55.0,-107.0,995.0,0.7,-1.1,0.0,D
56,628456,61.0,-100.0,969.0,2.8,-2.0,-0.7,D
0,2171019,-1.0,-886.0,-143.0,-0.2,-2.5,-0.2,D
1,2171070,-1.0,-886.0,-143.0,0.0,0.3,4.6,D
2,2171131,15.0,-913.0,-112.0,2.2,-4.3,8.3,D
3,2171161,-109.0,-947.0,-128.0,-1.8,0.0,11.9,D
4,2171221,-62.0,-950.0,-78.0,6.1,-4.2,3.0,D
5,2171281,-14.0,-962.0,-96.0,3.9,-5.7,2.9,D
6,2171311,-17.0,-939.0,-124.0,-0.3,-1.4,4.6,D
7,2171371,-128.0,-987.0,-177.0,-5.6,-4.9,-3.9,D
8,2171431,-99.0,-1028.0,-125.0,6.4,-12.1,0.9,D
9,2171461,-137.0,-1032.0,-135.0,2.6,-5.3,3.9,D
10,2171521,-74.0,-1005.0,-121.0,-4.4,5.8,5.2,D
11,2171581,-109.0,-1022.0,-96.0,7.7,-4.9,0.1,D
12,2171611,-24.0,-987.0,-125.0,6.0,4.8,-3.8,D
13,2171671,-75.0,-985.0,-121.0,3.2,-0.1,6.7,D
14,2171731,-64.0,-977.0,-96.0,11.8,-8.6,-8.6,D
15,2171761,-11.0,-969.0,-60.0,3.1,0.4,-4.5,D
16,2171820,-92.0,-967.0,-138.0,5.7,-3.0,-7.6,D
17,2171882,-31.0,-1008.0,-56.0,2.3,-3.5,-2.3,D
18,2171910,-137.0,-995.0,-107.0,2.9,-3.2,-1.7,D
19,2171971,-87.0,-988.0,-61.0,10.3,-0.5,-13.0,D
20,2172031,42.0,-938.0,-106.0,12.0,-4.1,-15.9,D
21,2172061,-78.0,-1030.0,-5.0,19.0,-3.0,-3.1,D
22,2172121,-42.0,-1045.0,-20.0,17.9,1.6,-7.1,D
23,2172181,-9.0,-1030.0,45.0,11.9,-3.4,-7.3,D
24,2172210,-41.0,-976.0,-76.0,24.4,-4.2,-16.3,D
25,2172271,52.0,-1027.0,59.0,27.2,-4.2,-10.1,D
26,2172334,41.0,-1034.0,137.0,10.1,-5.6,-9.4,D
27,2172365,162.0,-1015.0,216.0,9.5,-2.2,-12.1,D
28,2172420,34.0,-1000.0,109.0,3.2,2.1,-3.7,D
29,2172481,197.0,-951.0,141.0,-3.9,0.9,-7.4,D
30,2172510,-12.0,-1040.0,-27.0,-5.9,4.2,-3.8,D
31,2172570,125.0,-1064.0,83.0,10.5,1.2,-5.1,D
32,2172631,125.0,-1064.0,83.0,-3.7,9.4,12.1,D
33,2172660,91.0,-1043.0,118.0,2.5,3.0,-5.9,D
34,2172721,27.0,-1017.0,58.0,-8.8,2.7,5.5,D
35,2172780,-21.0,-1026.0,78.0,-3.6,2.5,0.8,D
36,2172810,19.0,-1002.0,77.0,-2.1,-1.8,-1.6,D
37,2172870,0.0,-1006.0,66.0,-2.8,0.9,-1.9,D
38,2172930,16.0,-995.0,60.0,-0.4,0.0,-1.6,D
39,2172962,31.0,-1048.0,48.0,-4.1,3.0,-9.1,D
40,2173020,179.0,-974.0,-122.0,-13.7,6.3,-26.3,D
41,2173110,106.0,-1060.0,121.0,1.5,5.0,-4.5,D
42,2173141,87.0,-1028.0,17.0,-3.5,7.7,-1.8,D
43,2173170,38.0,-1045.0,94.0,6.5,4.2,-1.7,D
44,2173231,80.0,-985.0,73.0,-3.0,2.3,6.5,D
45,2173260,-8.0,-1020.0,81.0,1.1,0.9,6.3,D
46,2173320,30.0,-991.0,99.0,-0.8,1.8,3.9,D
1,654407,17.0,-224.0,933.0,0.2,0.8,3.7,D
2,654466,68.0,-196.0,1015.0,1.1,-1.1,3.3,D
3,654494,68.0,-196.0,1015.0,1.1,-1.1,3.3,D
4,654556,38.0,-208.0,1000.0,2.1,-2.5,3.5,D
5,654616,70.0,-211.0,987.0,-1.3,3.2,5.8,D
6,654644,36.0,-230.0,971.0,-2.8,2.5,6.8,D
7,654706,47.0,-224.0,999.0,-2.7,5.3,6.8,D
8,654767,12.0,-241.0,998.0,2.8,-2.2,4.0,D
9,654795,26.0,-225.0,989.0,-0.9,2.0,1.7,D
10,654856,21.0,-223.0,958.0,0.3,2.4,-0.4,D
11,654916,41.0,-208.0,1004.0,2.1,1.8,0.2,D
12,654964,50.0,-205.0,1008.0,-0.2,1.7,1.4,D
13,655006,28.0,-207.0,1002.0,-0.3,2.7,2.7,D
14,655066,40.0,-218.0,998.0,-3.2,1.6,4.2,D
15,655096,5.0,-241.0,966.0,-3.1,2.1,4.1,D
16,655155,2.0,-225.0,1014.0,2.9,-2.3,2.2,D
17,655215,26.0,-216.0,1011.0,-2.2,0.4,2.5,D
18,655245,9.0,-227.0,957.0,-1.5,-0.6,2.8,D
19,655305,23.0,-220.0,982.0,2.1,-0.8,1.9,D
20,655395,23.0,-220.0,982.0,2.1,-0.8,1.9,D
21,655418,35.0,-228.0,1011.0,-1.4,0.6,3.0,D
22,655455,8.0,-239.0,990.0,-2.7,0.4,2.8,D
23,655546,11.0,-226.0,997.0,-2.1,-0.1,1.9,D
24,655546,11.0,-226.0,997.0,-2.1,-0.1,1.9,D
25,655605,31.0,-225.0,983.0,-0.4,-1.7,1.5,D
26,655665,31.0,-227.0,994.0,-0.4,-0.1,2.4,D
27,655695,42.0,-233.0,985.0,-1.7,-0.3,2.5,D
28,655755,0.0,-244.0,968.0,1.9,0.4,2.0,D
29,655815,11.0,-237.0,1007.0,-0.7,1.4,0.5,D
30,655845,-5.0,-250.0,937.0,1.4,2.7,-1.1,D
31,655905,14.0,-240.0,1011.0,3.3,1.1,-3.2,D
32,655966,45.0,-229.0,985.0,4.2,0.8,-3.5,D
33,655996,52.0,-203.0,1045.0,3.2,-1.1,-1.4,D
34,656055,33.0,-203.0,983.0,-2.3,0.2,1.2,D
35,656116,17.0,-216.0,1011.0,0.7,-3.0,2.1,D
36,656145,5.0,-237.0,957.0,-4.6,0.2,2.4,D
37,656206,29.0,-234.0,989.0,1.1,-1.8,1.1,D
1,2198160,4.0,-854.0,-103.0,-4.1,1.3,7.7,D
2,2198220,-101.0,-880.0,-179.0,-2.5,0.4,8.7,D
3,2198280,-157.0,-876.0,-140.0,4.2,2.6,2.9,D
4,2198310,15.0,-826.0,-70.0,12.8,-8.6,-7.4,D
5,2198370,45.0,-857.0,-49.0,8.4,1.4,2.8,D
6,2198431,36.0,-894.0,-44.0,4.4,0.9,7.4,D
7,2198460,-64.0,-895.0,-97.0,-4.8,6.6,21.3,D
8,2198520,-54.0,-897.0,-182.0,4.7,-17.0,4.6,D
9,2198581,-195.0,-979.0,-91.0,2.3,-2.9,10.9,D
10,2198610,-58.0,-930.0,-98.0,0.2,25.9,19.6,D
11,2198670,-138.0,-1052.0,25.0,10.1,20.0,18.0,D
12,2198730,-198.0,-1010.0,-99.0,-5.7,7.3,5.1,D
13,2198760,-128.0,-1023.0,-7.0,10.3,18.5,4.4,D
14,2198821,30.0,-948.0,-26.0,17.7,-4.7,-4.1,D
15,2198880,-237.0,-1036.0,-12.0,14.9,-3.0,-3.7,D
16,2198910,-135.0,-1006.0,-43.0,34.5,-11.6,-14.5,D
17,2198970,-10.0,-979.0,159.0,39.2,-2.7,-13.9,D
18,2199030,-90.0,-1014.0,-29.0,33.0,-11.8,-23.8,D
19,2199060,-70.0,-1150.0,8.0,16.8,2.9,-20.5,D
20,2199120,31.0,-1135.0,102.0,25.2,-0.9,-22.6,D
21,2199181,21.0,-1097.0,105.0,2.5,-0.1,-5.8,D
22,2199210,-170.0,-1198.0,140.0,18.2,-2.6,6.0,D
23,2199270,26.0,-1105.0,150.0,10.7,4.4,-3.0,D
24,2199331,-83.0,-1076.0,61.0,-15.0,-1.1,-2.5,D
25,2199360,12.0,-1112.0,209.0,1.9,3.5,-4.9,D
26,2199420,-29.0,-1093.0,-129.0,-48.7,-4.6,-20.8,D
27,2199480,-86.0,-1078.0,103.0,-2.4,3.2,-1.6,D
28,2199513,34.0,-1030.0,53.0,-10.0,10.0,-0.2,D
29,2199570,64.0,-963.0,84.0,-2.8,1.3,2.0,D
30,2199630,-27.0,-955.0,36.0,-3.2,3.9,3.8,D
31,2199660,37.0,-978.0,107.0,-1.3,2.1,-4.8,D
32,2199720,-57.0,-1004.0,45.0,-4.7,4.2,0.0,D
33,2199780,10.0,-1016.0,182.0,20.0,-0.3,-5.3,D
34,2199810,34.0,-991.0,96.0,-3.3,3.7,0.2,D
35,2199870,-47.0,-1019.0,15.0,6.9,2.7,-2.5,D
0,21551,116.0,0.0,1094.0,1.4,16.1,-0.4,D
1,21626,90.0,-13.0,1061.0,-11.2,16.9,3.2,D
2,21647,103.0,-21.0,1042.0,-12.3,12.8,5.1,D
3,21686,61.0,-35.0,1035.0,-14.7,9.8,9.7,D
4,21746,60.0,-33.0,1004.0,-18.2,7.1,8.6,D
5,21775,66.0,-44.0,991.0,-15.1,5.8,8.3,D
6,21836,62.0,-58.0,1042.0,-9.5,3.4,5.9,D
7,21897,8.0,-80.0,1022.0,-15.8,0.0,11.1,D
8,21925,64.0,-64.0,978.0,-9.8,3.1,7.5,D
9,21986,35.0,-96.0,1092.0,-3.5,-0.4,9.8,D
10,22046,0.0,-116.0,1019.0,-12.2,3.5,11.8,D
11,22075,28.0,-110.0,1022.0,-5.5,-0.4,8.0,D
12,22167,1.0,-128.0,1063.0,-3.8,3.4,8.2,D
13,22196,6.0,-139.0,1029.0,-5.3,7.0,7.8,D
14,22226,25.0,-134.0,999.0,-0.9,2.2,5.1,D
15,22286,30.0,-122.0,1023.0,-1.9,4.7,6.0,D
16,22347,16.0,-135.0,1009.0,-3.2,5.4,6.1,D
17,22375,-16.0,-145.0,981.0,-1.6,4.6,4.9,D
18,22436,-1.0,-129.0,1010.0,2.9,4.4,3.0,D
19,22497,-3.0,-118.0,1025.0,3.7,5.2,3.2,D
20,22525,-19.0,-109.0,1020.0,2.5,7.4,5.6,D
21,22586,-7.0,-113.0,1049.0,3.7,3.1,4.7,D
22,22646,-6.0,-117.0,1035.0,1.6,2.0,4.8,D
23,22677,-27.0,-132.0,1023.0,0.7,2.1,4.7,D
24,22736,-24.0,-128.0,1011.0,0.1,0.1,3.3,D
25,22797,-32.0,-132.0,1008.0,0.0,2.3,2.0,D
26,22825,-38.0,-123.0,1027.0,0.2,0.4,0.9,D
27,22886,-38.0,-123.0,1027.0,0.2,0.4,0.9,D
28,22947,-20.0,-109.0,1021.0,-0.4,-0.9,0.7,D
29,22996,-34.0,-117.0,1021.0,-2.1,-0.8,2.5,D
30,23036,-18.0,-119.0,1020.0,-1.5,-0.9,3.2,D
31,23096,-23.0,-127.0,1000.0,-2.3,-0.6,2.6,D
32,23125,-24.0,-131.0,1005.0,-1.1,-1.8,2.2,D
33,23186,-35.0,-142.0,979.0,-1.6,0.9,2.3,D
34,23247,-27.0,-131.0,1000.0,1.3,-0.2,0.0,D
35,23275,-33.0,-116.0,1008.0,1.7,-1.1,1.1,D
36,23336,-36.0,-114.0,1031.0,0.0,-0.4,2.2,D
37,23365,-31.0,-121.0,998.0,-0.8,1.0,2.3,D
38,23426,-18.0,-118.0,1005.0,1.5,-1.2,2.6,D
39,23487,-28.0,-134.0,1016.0,-0.5,1.2,3.4,D
40,23515,-34.0,-129.0,1020.0,2.3,-0.5,2.5,D
41,23575,-25.0,-120.0,1029.0,0.2,2.1,2.3,D
42,23636,-31.0,-123.0,1009.0,-1.0,-0.2,2.8,D
43,23696,-27.0,-122.0,994.0,0.9,1.1,2.5,D
44,23725,-27.0,-121.0,1015.0,0.4,0.4,2.3,D
45,23787,-31.0,-128.0,1017.0,0.5,0.1,2.2,D
46,23816,-51.0,-127.0,1015.0,0.1,-0.9,2.0,D
47,23875,-37.0,-126.0,1001.0,-0.5,-0.4,2.0,D
48,23936,-30.0,-125.0,1006.0,1.0,-0.8,1.4,D
49,23997,-26.0,-120.0,1011.0,1.0,-0.4,1.7,D
50,24026,-31.0,-123.0,1021.0,0.6,-0.9,2.1,D
51,24086,-24.0,-127.0,1036.0,-1.2,-0.5,2.1,D
52,24115,-26.0,-127.0,1016.0,-1.4,-1.8,2.1,D
53,24176,-37.0,-133.0,1011.0,-3.4,-0.4,2.3,D
1,2240220,-55.0,-958.0,-168.0,3.5,-4.6,-2.1,D
2,2240250,-73.0,-975.0,-145.0,7.2,-0.5,0.1,D
3,2240310,-59.0,-1003.0,-94.0,3.9,-3.5,0.9,D
4,2240370,-9.0,-981.0,-98.0,4.3,-3.0,3.2,D
5,2240400,-94.0,-994.0,-104.0,7.4,-5.5,1.1,D
6,2240460,-56.0,-1002.0,-93.0,-2.1,0.4,6.9,D
7,2240520,-107.0,-985.0,-121.0,2.3,4.4,2.6,D
8,2240550,-51.0,-965.0,-152.0,0.4,11.6,-3.7,D
9,2240610,-118.0,-996.0,-115.0,18.4,15.8,0.9,D
10,2240670,-6.0,-948.0,-78.0,10.4,4.9,-12.6,D
11,2240700,-32.0,-1000.0,-72.0,13.0,0.4,-3.2,D
12,2240760,-43.0,-979.0,-100.0,1.8,-2.5,1.3,D
13,2240820,-22.0,-1020.0,-81.0,8.6,-6.7,-7.5,D
14,2240850,14.0,-1038.0,-48.0,11.2,-5.3,0.4,D
15,2240910,-15.0,-1065.0,-18.0,3.8,-2.1,2.4,D
16,2240970,-45.0,-1044.0,-15.0,1.6,-5.8,0.2,D
17,2241000,-32.0,-1003.0,-34.0,-5.1,-2.6,0.2,D
18,2241060,-6.0,-979.0,1.0,-5.5,-4.3,-3.5,D
19,2241120,-4.0,-959.0,-57.0,-6.3,2.6,-2.8,D
20,2241149,-51.0,-959.0,-102.0,-10.5,3.2,4.4,D
21,2241210,-12.0,-970.0,-101.0,-2.7,-0.5,-2.3,D
22,2241270,-96.0,-997.0,-113.0,-6.2,-3.5,5.0,D
23,2241300,-68.0,-997.0,-104.0,1.7,-2.0,-0.9,D
24,2241360,-69.0,-994.0,-73.0,5.1,-7.0,0.4,D
25,2241420,-66.0,-979.0,-61.0,8.2,-8.4,-5.9,D
26,2241450,-9.0,-973.0,-36.0,2.0,-3.5,4.9,D
27,2241510,-26.0,-936.0,-41.0,2.8,-11.2,0.6,D
28,2241570,-117.0,-987.0,-56.0,7.0,-11.6,1.4,D
29,2241600,-43.0,-1029.0,5.0,10.5,-13.0,-23.5,D
30,2241660,6.0,-1025.0,-49.0,-0.2,-6.3,-14.9,D
31,2241720,23.0,-1025.0,-73.0,5.1,-1.8,-10.2,D
32,2241750,-1.0,-1041.0,-7.0,9.5,1.9,-9.5,D
33,2241810,24.0,-1010.0,23.0,3.9,2.7,-7.3,D
34,2241870,38.0,-1016.0,55.0,1.6,3.2,-0.2,D
35,2241900,-40.0,-1012.0,-49.0,-6.1,3.4,1.4,D
36,2241960,26.0,-989.0,0.0,-3.5,2.5,0.4,D
37,2242051,34.0,-986.0,-7.0,4.4,-2.2,-3.2,D
38,2242087,21.0,-1003.0,-2.0,1.1,-2.1,-1.8,D
39,2242110,21.0,-1019.0,-10.0,-1.5,-2.4,-3.7,D
40,2242170,5.0,-1027.0,9.0,-4.6,0.9,0.0,D
41,2242200,39.0,-1018.0,7.0,-9.7,-1.8,-2.6,D
42,2242260,33.0,-1012.0,10.0,-14.0,7.2,6.7,D
43,2242320,3.0,-985.0,-79.0,-2.6,-3.2,-6.8,D
44,2242350,-11.0,-987.0,-47.0,5.5,0.9,-3.0,D
45,2242410,-11.0,-987.0,-47.0,15.0,-1.7,-6.5,D
46,2242470,32.0,-987.0,14.0,14.9,-3.4,-9.0,D
47,2242526,35.0,-1002.0,36.0,11.4,-2.8,-7.4,D
48,2242559,35.0,-1002.0,36.0,11.6,0.7,-9.1,D
49,2242620,84.0,-986.0,61.0,7.0,0.9,-3.2,D
50,2242650,65.0,-995.0,44.0,4.6,1.2,-1.0,D
51,2242710,7.0,-1027.0,48.0,5.8,-2.0,-0.8,D
52,2242770,64.0,-1022.0,93.0,7.1,3.7,-1.7,D
53,2242800,101.0,-1012.0,101.0,2.5,6.9,-6.5,D
54,2242860,72.0,-993.0,88.0,-6.5,4.2,-4.1,D
55,2242920,52.0,-999.0,93.0,-12.9,1.8,0.0,D
56,2242949,55.0,-994.0,52.0,-6.3,2.5,-0.2,D
57,2243009,40.0,-979.0,50.0,-5.1,3.9,-0.5,D
58,2243070,50.0,-976.0,65.0,2.3,1.8,-0.4,D
59,2243099,50.0,-976.0,65.0,-3.9,2.7,4.9,D
60,2243160,89.0,-1000.0,67.0,-2.1,0.7,5.7,D
61,2243221,39.0,-1015.0,36.0,-11.4,1.0,12.0,D
62,2243250,24.0,-1020.0,41.0,-0.2,3.9,5.2,D
63,2243310,33.0,-1021.0,83.0,-6.0,1.1,5.4,D
64,2243370,78.0,-973.0,30.0,-7.4,2.8,4.6,D
65,2243400,44.0,-1008.0,91.0,-0.3,1.4,3.8,D
66,2243460,89.0,-947.0,19.0,-5.2,-2.3,1.4,D
67,2243521,-22.0,-1008.0,30.0,-4.2,3.9,8.4,D
68,2243550,111.0,-954.0,72.0,9.0,4.6,-3.0,D
69,2243609,-44.0,-1012.0,32.0,3.6,3.5,8.1,D
70,2243670,3.0,-1033.0,89.0,7.0,5.8,7.8,D
71,2243703,45.0,-1051.0,109.0,7.9,5.8,-2.1,D
72,2243759,-14.0,-1076.0,42.0,0.5,5.1,-2.5,D
73,2243820,14.0,-1059.0,43.0,-2.8,6.4,-4.1,D
74,2243850,31.0,-1072.0,66.0,-12.3,5.5,-1.9,D
75,2243910,41.0,-1023.0,28.0,-0.4,2.9,-2.7,D
76,2243970,31.0,-1005.0,66.0,2.9,0.0,1.3,D
77,2243999,1.0,-1013.0,54.0,-1.1,0.8,4.0,D
78,2244060,16.0,-990.0,66.0,0.7,-0.4,0.0,D
1,98439,71.0,-157.0,1071.0,18.0,33.2,4.0,D
2,98470,86.0,-157.0,1011.0,17.5,28.8,1.9,D
3,98530,81.0,-148.0,1069.0,9.2,27.2,10.7,D
4,98590,-68.0,-171.0,1080.0,-0.5,24.2,16.3,D
5,98618,-16.0,-172.0,1133.0,-0.5,24.2,16.3,D
6,98680,-47.0,-150.0,1176.0,-1.5,9.5,8.4,D
7,98740,-2.0,-149.0,1089.0,-7.9,1.1,6.2,D
8,98769,-22.0,-165.0,954.0,-8.2,-0.4,6.2,D
9,98830,-20.0,-178.0,975.0,-5.6,-3.0,4.7,D
10,98890,-70.0,-199.0,978.0,0.7,-3.3,0.7,D
11,98919,-40.0,-172.0,1032.0,5.2,-4.9,-2.4,D
12,98981,-36.0,-164.0,1019.0,0.3,-4.1,-0.4,D
13,99040,-10.0,-152.0,1003.0,1.1,-4.7,0.0,D
14,99068,-15.0,-156.0,988.0,3.0,-5.1,-0.7,D
15,99130,13.0,-155.0,982.0,-0.3,0.3,1.3,D
16,99190,-20.0,-164.0,996.0,3.8,-0.1,1.5,D
17,99219,-14.0,-157.0,994.0,0.0,-2.3,1.4,D
18,99280,-13.0,-153.0,1021.0,-0.4,-1.4,2.5,D
19,99340,-10.0,-162.0,982.0,-3.5,-0.8,2.5,D
20,99369,0.0,-169.0,976.0,-0.9,-2.2,2.8,D
21,99430,2.0,-165.0,998.0,1.3,1.1,2.5,D
22,99490,-24.0,-175.0,980.0,1.5,1.3,4.4,D
23,99519,-12.0,-166.0,983.0,1.5,-1.0,2.5,D
24,99580,11.0,-151.0,1009.0,1.8,0.9,2.3,D
25,99640,-7.0,-158.0,984.0,1.3,1.0,2.4,D
26,99669,-4.0,-142.0,1047.0,3.4,-1.7,1.1,D
27,99730,-11.0,-140.0,1039.0,-1.8,-1.4,3.6,D
28,99790,-5.0,-146.0,985.0,-3.7,-0.8,4.9,D
29,99819,4.0,-159.0,961.0,-0.7,0.0,4.1,D
30,99879,-10.0,-166.0,1004.0,3.7,0.0,1.8,D
31,99940,-12.0,-169.0,1002.0,1.7,0.4,0.9,D
32,99969,-26.0,-160.0,995.0,1.2,1.8,0.2,D
33,100030,-15.0,-146.0,1017.0,2.1,0.1,-0.6,D
34,100089,-10.0,-143.0,1003.0,-0.9,-0.3,0.4,D
35,100120,12.0,-141.0,996.0,0.2,-0.3,0.9,D
36,100179,0.0,-151.0,1033.0,1.0,-0.8,2.1,D
37,100296,15.0,-148.0,1022.0,1.0,-0.8,2.1,D
38,100296,-11.0,-158.0,1001.0,1.0,-0.8,2.1,D
