sr_no,HostTimestamp,NodeTimestamp,X_mGa,Y_mGa,Z_mGa,X_mg,Y_mg,Z_mg,X_dps,Y (dps),Z_dps,move_type
43,1205622,162490.0,262.0,-226.0,-343.0,-24.0,-992.0,106.0,-2.1,-0.2,1.6,L
44,1205682,162496.0,273.0,-234.0,-330.0,-7.0,-1000.0,104.0,-2.0,0.7,-0.5,L
45,1205742,162503.0,273.0,-226.0,-343.0,73.0,-984.0,96.0,-3.9,3.6,0.0,L
46,1205772,162509.0,270.0,-228.0,-336.0,23.0,-985.0,66.0,-3.6,4.0,-0.1,L
47,1205832,162515.0,270.0,-225.0,-340.0,-17.0,-1007.0,95.0,-6.7,6.0,0.9,L
48,1205892,162521.0,274.0,-225.0,-336.0,41.0,-978.0,124.0,0.4,6.1,-0.7,L
49,1205922,162528.0,262.0,-225.0,-328.0,-89.0,-1007.0,90.0,-3.9,3.6,5.0,L
50,1205982,162534.0,271.0,-223.0,-336.0,21.0,-1002.0,134.0,-0.1,3.3,-0.1,L
51,1206042,162540.0,267.0,-223.0,-337.0,2.0,-1015.0,126.0,-4.3,2.1,2.2,L
52,1206072,162546.0,277.0,-213.0,-333.0,-9.0,-988.0,106.0,-8.5,4.9,5.8,L
0,1504938,193222.0,-456.0,-396.0,-58.0,223.0,-321.0,702.0,27.5,-26.8,136.0,L
1,1504983,193228.0,-415.0,-418.0,-54.0,194.0,-396.0,1040.0,18.9,-6.2,119.9,L
2,1505012,193235.0,-396.0,-429.0,-39.0,327.0,-411.0,846.0,-8.6,-23.8,91.7,L
3,1505073,193241.0,-372.0,-450.0,-31.0,390.0,-378.0,813.0,-4.6,-16.3,69.3,L
4,1505133,193247.0,-346.0,-453.0,-37.0,339.0,-243.0,874.0,6.1,-6.7,55.7,L
5,1505194,193253.0,-322.0,-457.0,-30.0,349.0,-142.0,970.0,-1.9,2.1,50.4,L
6,1505225,193260.0,-312.0,-457.0,-30.0,293.0,-193.0,912.0,-21.3,-0.3,41.4,L
7,1505284,193266.0,-295.0,-456.0,-25.0,309.0,-209.0,927.0,-10.7,6.7,45.8,L
8,1505316,193272.0,-270.0,-475.0,-28.0,311.0,-300.0,899.0,-12.4,4.9,38.6,L
9,1505373,193278.0,-265.0,-468.0,-34.0,261.0,-187.0,1066.0,2.1,8.5,32.3,L
10,1505434,193285.0,-246.0,-471.0,-34.0,250.0,-274.0,986.0,-3.4,0.5,32.4,L
11,1505463,193291.0,-241.0,-474.0,-22.0,256.0,-283.0,962.0,0.7,-1.6,28.4,L
12,1505523,193297.0,-232.0,-466.0,-31.0,255.0,-294.0,945.0,7.5,1.7,24.5,L
13,1505583,193303.0,-225.0,-465.0,-30.0,291.0,-268.0,904.0,2.3,-3.0,17.0,L
14,1505612,193310.0,-222.0,-472.0,-24.0,274.0,-306.0,898.0,7.5,6.5,12.3,L
15,1505673,193316.0,-208.0,-469.0,-39.0,240.0,-225.0,996.0,4.4,7.0,8.1,L
16,1505734,193322.0,-220.0,-468.0,-37.0,263.0,-222.0,932.0,0.1,4.0,7.5,L
17,1505762,193328.0,-220.0,-471.0,-36.0,226.0,-225.0,1004.0,5.5,8.4,7.5,L
18,1505823,193335.0,-219.0,-457.0,-39.0,240.0,-236.0,973.0,-6.2,-1.6,4.7,L
19,1505883,193341.0,-210.0,-471.0,-45.0,231.0,-227.0,968.0,-0.3,2.0,3.5,L
20,1505912,193347.0,-208.0,-469.0,-36.0,240.0,-222.0,946.0,-0.7,4.0,1.3,L
21,1505973,193353.0,-213.0,-462.0,-31.0,235.0,-219.0,930.0,2.5,9.3,-0.3,L
22,1506034,193360.0,-219.0,-457.0,-40.0,218.0,-225.0,945.0,2.5,9.3,-0.3,L
23,1506062,193366.0,-219.0,-459.0,-45.0,158.0,-172.0,1082.0,14.7,13.0,1.0,L
24,1506123,193372.0,-214.0,-457.0,-42.0,194.0,-191.0,981.0,-0.4,-4.9,1.8,L
25,1506187,193378.0,-219.0,-462.0,-51.0,191.0,-185.0,973.0,3.4,-2.2,2.2,L
26,1506312,193391.0,-226.0,-463.0,-46.0,210.0,-201.0,945.0,3.9,0.9,1.2,L
27,1506312,193385.0,-226.0,-465.0,-40.0,210.0,-201.0,945.0,3.9,0.9,1.2,L
28,1506339,193397.0,-222.0,-457.0,-49.0,210.0,-201.0,945.0,3.9,0.9,1.2,L
29,1506442,193403.0,-225.0,-460.0,-46.0,211.0,-192.0,985.0,1.7,1.1,-2.5,L
30,1506443,193410.0,-226.0,-459.0,-43.0,218.0,-205.0,956.0,3.2,4.9,-3.2,L
31,1506486,193416.0,-223.0,-459.0,-49.0,200.0,-183.0,996.0,3.2,-0.9,-3.3,L
32,1506514,193422.0,-228.0,-460.0,-43.0,200.0,-164.0,969.0,1.6,-0.1,-2.3,L
33,1506572,193428.0,-219.0,-459.0,-48.0,187.0,-154.0,981.0,0.2,0.0,-1.6,L
34,1506633,193435.0,-235.0,-463.0,-51.0,203.0,-160.0,944.0,-0.9,-0.9,-0.7,L
35,1506662,193441.0,-234.0,-457.0,-48.0,196.0,-166.0,958.0,0.0,2.1,-0.7,L
36,1506723,193447.0,-228.0,-463.0,-52.0,189.0,-169.0,977.0,1.0,3.9,-1.1,L
37,1506784,193453.0,-234.0,-457.0,-54.0,166.0,-161.0,1020.0,1.0,3.9,-1.1,L
38,1506813,193460.0,-243.0,-459.0,-55.0,173.0,-165.0,990.0,0.9,1.6,-0.7,L
39,1506874,193466.0,-229.0,-459.0,-57.0,171.0,-171.0,977.0,2.3,2.6,-0.3,L
40,1506933,193472.0,-241.0,-457.0,-51.0,163.0,-165.0,976.0,3.2,3.5,-0.4,L
41,1506994,193478.0,-241.0,-460.0,-58.0,165.0,-139.0,1007.0,1.8,1.0,1.6,L
42,1507023,193485.0,-237.0,-454.0,-64.0,177.0,-187.0,990.0,0.2,-1.6,1.7,L
43,1507084,193491.0,-235.0,-457.0,-55.0,172.0,-225.0,1013.0,3.9,-0.5,-1.0,L
44,1507113,193497.0,-249.0,-454.0,-54.0,180.0,-244.0,991.0,-0.3,-2.8,-6.0,L
45,1507173,193503.0,-250.0,-459.0,-61.0,203.0,-225.0,961.0,2.5,0.9,-10.1,L
46,1507234,193510.0,-255.0,-450.0,-63.0,202.0,-214.0,981.0,-0.8,0.7,-14.9,L
47,1507262,193516.0,-261.0,-457.0,-48.0,191.0,-256.0,976.0,-3.9,-2.9,-22.6,L
48,1507323,193522.0,-271.0,-442.0,-49.0,181.0,-267.0,1049.0,4.6,1.0,-28.0,L
49,1507384,193528.0,-286.0,-450.0,-61.0,221.0,-248.0,960.0,4.6,1.0,-28.0,L
50,1507413,193535.0,-301.0,-448.0,-57.0,241.0,-194.0,952.0,10.4,1.0,-41.7,L
51,1507473,193541.0,-325.0,-442.0,-58.0,218.0,-172.0,1001.0,1.8,-6.2,-45.1,L
1,1237782,166509.0,261.0,-198.0,-258.0,-48.0,-1014.0,118.0,-3.0,-5.5,3.3,L
2,1237812,166515.0,273.0,-202.0,-264.0,-35.0,-964.0,-8.0,-2.9,-6.5,1.5,L
3,1237872,166521.0,258.0,-211.0,-268.0,3.0,-973.0,53.0,3.6,-15.6,1.8,L
4,1237932,166528.0,270.0,-208.0,-268.0,-2.0,-966.0,51.0,-0.2,-11.4,0.5,L
5,1237962,166534.0,268.0,-205.0,-267.0,-19.0,-984.0,84.0,4.5,-17.6,1.2,L
6,1238022,166540.0,261.0,-202.0,-274.0,0.0,-991.0,49.0,6.0,-11.2,-1.0,L
7,1238112,166546.0,258.0,-216.0,-277.0,73.0,-1013.0,121.0,6.0,-11.2,-1.0,L
8,1238112,166553.0,258.0,-216.0,-277.0,-50.0,-1010.0,57.0,6.0,-11.2,-1.0,L
9,1238202,166559.0,258.0,-213.0,-271.0,80.0,-986.0,127.0,-1.1,-9.8,-5.5,L
10,1238237,166565.0,262.0,-214.0,-294.0,-3.0,-981.0,87.0,-2.0,-10.9,-7.3,L
11,1238262,166571.0,252.0,-225.0,-294.0,53.0,-968.0,84.0,-0.3,-10.0,-7.6,L
12,1238322,166578.0,259.0,-234.0,-289.0,41.0,-979.0,114.0,4.4,-8.1,-1.9,L
13,1238382,166584.0,256.0,-229.0,-304.0,92.0,-1012.0,173.0,6.4,-4.7,1.6,L
14,1238412,166590.0,252.0,-235.0,-298.0,22.0,-1022.0,136.0,0.5,-8.2,3.5,L
15,1238472,166596.0,259.0,-234.0,-295.0,67.0,-1018.0,147.0,-0.1,-4.0,3.0,L
16,1238533,166603.0,256.0,-231.0,-300.0,51.0,-999.0,125.0,-3.5,-5.8,8.6,L
17,1238562,166609.0,259.0,-217.0,-298.0,58.0,-983.0,129.0,-3.8,0.8,11.2,L
18,1238622,166615.0,261.0,-226.0,-301.0,-36.0,-991.0,112.0,2.1,-8.6,10.2,L
19,1238682,166621.0,259.0,-213.0,-304.0,-13.0,-993.0,116.0,3.7,0.0,7.6,L
20,1238712,166628.0,249.0,-216.0,-306.0,31.0,-995.0,140.0,0.4,-13.4,1.4,L
21,1238772,166634.0,256.0,-225.0,-307.0,42.0,-1003.0,154.0,0.6,-3.3,1.6,L
22,1238833,166640.0,247.0,-223.0,-310.0,15.0,-1012.0,114.0,-5.1,-11.6,5.0,L
23,1238862,166646.0,252.0,-225.0,-301.0,51.0,-990.0,118.0,-4.2,-7.7,-0.9,L
24,1238922,166653.0,247.0,-225.0,-304.0,86.0,-979.0,139.0,-7.0,-11.1,6.5,L
25,1238982,166659.0,258.0,-222.0,-300.0,7.0,-971.0,68.0,-3.2,-9.4,6.2,L
26,1239012,166665.0,259.0,-232.0,-309.0,-27.0,-989.0,106.0,-0.2,-8.6,11.1,L
27,1239072,166671.0,255.0,-229.0,-321.0,44.0,-972.0,108.0,4.9,-15.6,2.3,L
28,1239132,166678.0,264.0,-225.0,-318.0,-28.0,-1009.0,144.0,1.2,-11.6,7.9,L
29,1239162,166684.0,252.0,-222.0,-319.0,-15.0,-998.0,137.0,-1.5,-11.6,5.0,L
30,1239222,166690.0,246.0,-220.0,-322.0,-47.0,-1011.0,149.0,0.4,-8.5,6.0,L
31,1239282,166696.0,240.0,-223.0,-327.0,0.0,-986.0,94.0,0.9,-9.8,1.6,L
32,1239312,166703.0,247.0,-225.0,-333.0,32.0,-969.0,123.0,-0.5,-2.5,5.3,L
33,1239372,166709.0,244.0,-228.0,-327.0,-60.0,-985.0,119.0,0.0,-6.5,7.2,L
34,1239432,166715.0,258.0,-220.0,-331.0,4.0,-986.0,146.0,5.1,-3.2,2.4,L
35,1239462,166721.0,240.0,-225.0,-340.0,-52.0,-1025.0,181.0,3.7,-11.8,1.4,L
36,1239522,166728.0,241.0,-226.0,-345.0,-16.0,-1019.0,192.0,0.9,-6.8,3.0,L
37,1239582,166734.0,240.0,-229.0,-349.0,-39.0,-1023.0,188.0,-2.0,-3.5,2.8,L
38,1239612,166740.0,243.0,-226.0,-348.0,-33.0,-991.0,126.0,-3.5,-4.2,-1.4,L
39,1239672,166746.0,247.0,-223.0,-342.0,62.0,-957.0,116.0,-4.8,9.5,5.7,L
40,1239732,166753.0,246.0,-216.0,-340.0,-51.0,-989.0,163.0,-3.6,12.1,12.9,L
41,1239762,166759.0,246.0,-211.0,-349.0,-63.0,-1014.0,215.0,-3.3,5.1,12.2,L
42,1239850,166765.0,240.0,-220.0,-354.0,-60.0,-990.0,126.0,1.5,-14.7,0.3,L
43,1239882,166771.0,247.0,-223.0,-342.0,-55.0,-1005.0,165.0,-2.1,0.1,7.2,L
44,1239911,166778.0,247.0,-223.0,-342.0,-104.0,-1019.0,152.0,-2.1,0.1,7.2,L
45,1239972,166784.0,246.0,-231.0,-343.0,-59.0,-995.0,137.0,-5.6,-1.8,2.5,L
46,1240032,166790.0,253.0,-226.0,-351.0,-118.0,-1003.0,124.0,-4.9,-1.0,0.5,L
47,1240062,166796.0,252.0,-225.0,-349.0,-71.0,-983.0,151.0,-2.2,-9.4,-1.6,L
48,1240122,166803.0,244.0,-226.0,-357.0,-96.0,-987.0,133.0,-3.4,-7.4,0.0,L
49,1240182,166809.0,246.0,-232.0,-355.0,-37.0,-970.0,146.0,1.8,-12.3,0.0,L
50,1240213,166815.0,246.0,-240.0,-355.0,-33.0,-983.0,104.0,-1.3,-8.8,-0.3,L
51,1240272,166821.0,253.0,-243.0,-355.0,-19.0,-1010.0,178.0,3.3,-14.9,-6.0,L
52,1240331,166828.0,249.0,-243.0,-352.0,-51.0,-1004.0,146.0,-6.0,-6.5,2.3,L
53,1240361,166834.0,249.0,-243.0,-352.0,-4.0,-999.0,173.0,-6.0,-6.5,2.3,L
54,1240422,166840.0,246.0,-255.0,-360.0,-50.0,-994.0,153.0,-7.8,-11.5,4.2,L
55,1240482,166846.0,252.0,-262.0,-360.0,-74.0,-1000.0,101.0,-5.6,-10.4,1.5,L
56,1240543,166853.0,247.0,-255.0,-354.0,-75.0,-1003.0,132.0,-4.1,-8.8,-1.6,L
57,1240571,166859.0,247.0,-255.0,-354.0,-68.0,-999.0,145.0,-4.1,-8.8,-1.6,L
58,1240632,166865.0,255.0,-264.0,-364.0,-37.0,-994.0,145.0,-3.7,-7.4,-4.6,L
59,1240663,166871.0,258.0,-267.0,-358.0,-17.0,-973.0,148.0,-4.9,-3.5,2.1,L
60,1240721,166878.0,250.0,-267.0,-360.0,-44.0,-981.0,128.0,-4.9,-3.5,2.1,L
61,1240782,166884.0,259.0,-267.0,-358.0,-40.0,-986.0,141.0,-1.4,1.8,3.5,L
62,1240811,166890.0,246.0,-265.0,-366.0,-69.0,-998.0,118.0,-1.4,1.8,3.5,L
63,1240872,166896.0,255.0,-264.0,-361.0,-64.0,-1014.0,146.0,0.3,1.4,1.1,L
64,1240933,166903.0,252.0,-259.0,-357.0,-39.0,-1003.0,149.0,-3.9,6.1,0.2,L
65,1240962,166909.0,246.0,-259.0,-361.0,-21.0,-992.0,122.0,-3.7,9.4,2.3,L
66,1241022,166915.0,250.0,-261.0,-354.0,-64.0,-1000.0,148.0,-1.1,3.2,-0.7,L
1,1615324,207022.0,-442.0,-393.0,-37.0,418.0,-210.0,820.0,9.8,-9.3,41.0,L
2,1615353,207028.0,-447.0,-402.0,-37.0,366.0,-135.0,972.0,10.9,-1.4,29.8,L
3,1615414,207035.0,-436.0,-409.0,-36.0,366.0,-135.0,972.0,-0.9,-5.0,21.2,L
4,1615474,207041.0,-433.0,-420.0,-28.0,383.0,-105.0,876.0,-5.2,-1.9,12.9,L
5,1615503,207047.0,-436.0,-415.0,-39.0,361.0,-73.0,911.0,1.1,6.7,10.0,L
6,1615564,207053.0,-418.0,-405.0,-36.0,323.0,-47.0,983.0,4.6,8.1,10.4,L
7,1615624,207060.0,-439.0,-415.0,-33.0,309.0,-77.0,985.0,-0.9,1.9,8.3,L
8,1615653,207066.0,-426.0,-421.0,-34.0,325.0,-72.0,942.0,1.4,0.1,8.1,L
9,1615714,207072.0,-424.0,-423.0,-48.0,327.0,-76.0,948.0,2.1,0.0,8.1,L
10,1615774,207078.0,-418.0,-426.0,-45.0,320.0,-70.0,959.0,0.2,-1.4,6.9,L
11,1615803,207085.0,-421.0,-423.0,-42.0,331.0,-70.0,941.0,0.1,1.2,6.0,L
12,1615863,207091.0,-421.0,-417.0,-36.0,326.0,-57.0,976.0,2.9,2.8,4.9,L
13,1615923,207097.0,-421.0,-417.0,-36.0,326.0,-57.0,976.0,2.1,0.0,4.6,L
14,1615953,207103.0,-424.0,-415.0,-34.0,321.0,-63.0,940.0,-0.8,-2.0,3.7,L
15,1616013,207110.0,-424.0,-415.0,-34.0,314.0,-66.0,925.0,2.8,-1.8,3.4,L
16,1616074,207116.0,-411.0,-426.0,-40.0,303.0,-52.0,927.0,5.2,0.6,3.2,L
17,1616104,207122.0,-423.0,-429.0,-36.0,303.0,-25.0,954.0,1.4,1.6,3.7,L
18,1616164,207128.0,-423.0,-424.0,-33.0,301.0,-24.0,980.0,0.8,2.5,5.8,L
19,1616266,207141.0,-421.0,-418.0,-36.0,309.0,-42.0,967.0,-0.9,-0.4,6.7,L
20,1616266,207135.0,-421.0,-418.0,-36.0,309.0,-42.0,967.0,-2.1,-0.2,7.0,L
21,1616350,207147.0,-417.0,-430.0,-46.0,322.0,-85.0,955.0,-0.8,0.7,4.7,L
22,1616374,207153.0,-417.0,-430.0,-46.0,322.0,-85.0,955.0,0.2,1.6,2.1,L
23,1616405,207160.0,-418.0,-421.0,-40.0,314.0,-73.0,957.0,2.1,1.0,0.7,L
24,1616464,207166.0,-414.0,-421.0,-45.0,311.0,-48.0,952.0,1.7,1.8,1.3,L
25,1616524,207172.0,-414.0,-429.0,-48.0,306.0,-42.0,964.0,-0.2,0.4,2.1,L
26,1616553,207178.0,-414.0,-429.0,-48.0,311.0,-44.0,943.0,-0.4,1.5,2.1,L
27,1616614,207185.0,-420.0,-418.0,-48.0,300.0,-56.0,973.0,-0.2,2.5,3.0,L
28,1616674,207191.0,-412.0,-421.0,-40.0,300.0,-56.0,973.0,0.7,0.1,2.3,L
29,1616723,207197.0,-418.0,-424.0,-43.0,291.0,-58.0,963.0,0.0,-1.4,2.1,L
30,1616763,207203.0,-411.0,-420.0,-46.0,290.0,-64.0,961.0,-1.6,-2.1,2.1,L
31,1616824,207210.0,-417.0,-423.0,-40.0,298.0,-66.0,946.0,0.3,0.5,2.4,L
32,1616853,207216.0,-415.0,-429.0,-45.0,313.0,-52.0,943.0,1.4,2.8,2.0,L
33,1616944,207222.0,-409.0,-418.0,-52.0,308.0,-65.0,960.0,0.5,0.6,3.0,L
34,1616974,207228.0,-409.0,-418.0,-52.0,299.0,-69.0,980.0,2.6,1.7,2.3,L
35,1617003,207235.0,-420.0,-415.0,-49.0,299.0,-69.0,980.0,3.0,2.3,1.7,L
36,1617063,207241.0,-411.0,-423.0,-48.0,297.0,-64.0,967.0,2.5,1.5,0.7,L
37,1617123,207247.0,-412.0,-418.0,-54.0,291.0,-58.0,962.0,3.2,2.1,0.4,L
38,1617153,207253.0,-414.0,-418.0,-49.0,280.0,-41.0,969.0,3.9,0.0,0.9,L
39,1617214,207260.0,-420.0,-414.0,-54.0,287.0,-38.0,959.0,1.9,-1.5,1.6,L
40,1617275,207266.0,-424.0,-414.0,-54.0,302.0,-36.0,932.0,0.0,-0.7,1.9,L
41,1617304,207272.0,-418.0,-415.0,-48.0,296.0,-44.0,952.0,1.2,3.2,2.1,L
42,1617363,207278.0,-421.0,-423.0,-45.0,288.0,-46.0,958.0,0.0,2.6,0.7,L
43,1617424,207285.0,-423.0,-418.0,-58.0,278.0,-45.0,975.0,1.8,1.7,1.2,L
44,1617454,207291.0,-414.0,-418.0,-52.0,277.0,-46.0,975.0,0.0,0.0,1.4,L
45,1617514,207297.0,-421.0,-414.0,-45.0,285.0,-38.0,964.0,1.9,0.3,1.8,L
46,1617574,207303.0,-421.0,-414.0,-45.0,285.0,-38.0,976.0,0.9,-0.5,2.0,L
47,1617604,207310.0,-421.0,-424.0,-49.0,289.0,-48.0,969.0,-0.2,-1.3,2.1,L
48,1617663,207316.0,-421.0,-424.0,-49.0,293.0,-61.0,957.0,0.4,-1.0,0.7,L
49,1617724,207322.0,-418.0,-420.0,-48.0,285.0,-50.0,958.0,2.9,1.4,0.4,L
1,1277021,171415.0,276.0,-196.0,-237.0,218.0,-1042.0,111.0,5.1,53.0,-10.8,L
2,1277082,171421.0,271.0,-204.0,-232.0,261.0,-991.0,54.0,-13.8,32.8,-7.7,L
3,1277112,171428.0,270.0,-193.0,-235.0,177.0,-959.0,-35.0,4.9,32.3,2.3,L
4,1277172,171434.0,265.0,-192.0,-228.0,167.0,-1049.0,245.0,1.3,1.8,12.1,L
5,1277232,171440.0,268.0,-189.0,-240.0,242.0,-937.0,-34.0,1.5,-18.3,-5.1,L
6,1277261,171446.0,267.0,-195.0,-238.0,-72.0,-1040.0,101.0,-14.5,-31.5,19.0,L
7,1277322,171453.0,270.0,-187.0,-247.0,286.0,-920.0,113.0,11.9,-33.8,6.1,L
8,1277382,171459.0,267.0,-184.0,-255.0,-116.0,-985.0,-15.0,-13.1,-36.2,7.9,L
9,1277411,171465.0,265.0,-184.0,-262.0,-18.0,-978.0,103.0,2.5,-32.5,18.2,L
10,1277472,171471.0,270.0,-193.0,-262.0,-166.0,-967.0,-16.0,-6.1,-25.2,1.2,L
11,1277532,171478.0,265.0,-189.0,-271.0,-176.0,-1032.0,129.0,2.6,-15.0,6.9,L
12,1277561,171484.0,265.0,-186.0,-285.0,46.0,-925.0,81.0,8.6,-22.8,-14.0,L
13,1277621,171490.0,271.0,-199.0,-288.0,-239.0,-1026.0,62.0,-9.6,-10.2,1.4,L
14,1277682,171496.0,271.0,-205.0,-292.0,-40.0,-959.0,2.0,10.4,-18.2,-15.8,L
15,1277711,171503.0,268.0,-213.0,-306.0,-159.0,-1026.0,85.0,11.8,-23.3,-15.6,L
16,1277772,171509.0,270.0,-220.0,-304.0,-69.0,-1067.0,219.0,9.3,-34.1,-15.8,L
17,1277832,171515.0,274.0,-235.0,-318.0,-104.0,-1037.0,141.0,-1.6,-28.7,-7.2,L
18,1277862,171521.0,277.0,-235.0,-327.0,-38.0,-1022.0,91.0,-6.3,-22.4,-7.6,L
19,1277924,171528.0,277.0,-243.0,-324.0,-37.0,-1032.0,119.0,-13.5,-18.6,-2.0,L
20,1277982,171534.0,282.0,-259.0,-325.0,72.0,-989.0,72.0,-10.9,-12.0,4.1,L
21,1278011,171540.0,285.0,-253.0,-322.0,-45.0,-1015.0,27.0,-8.2,-11.4,11.3,L
22,1278071,171546.0,285.0,-255.0,-321.0,-34.0,-990.0,2.0,-12.1,-2.3,4.4,L
23,1278132,171553.0,295.0,-256.0,-327.0,-38.0,-997.0,-3.0,-7.0,-4.9,3.5,L
24,1278161,171559.0,286.0,-252.0,-328.0,-39.0,-1003.0,61.0,-0.8,-2.7,5.6,L
25,1278221,171565.0,280.0,-250.0,-330.0,13.0,-1013.0,81.0,-3.0,-5.2,-0.6,L
26,1278282,171571.0,283.0,-253.0,-319.0,-40.0,-1011.0,47.0,-5.3,-2.8,4.0,L
27,1278311,171578.0,283.0,-252.0,-328.0,-14.0,-1022.0,63.0,-5.3,-2.2,2.7,L
28,1278372,171584.0,285.0,-258.0,-316.0,40.0,-1001.0,73.0,-4.7,-2.9,-0.5,L
29,1278432,171590.0,291.0,-256.0,-322.0,16.0,-997.0,46.0,-13.5,-1.6,5.1,L
30,1278461,171596.0,297.0,-259.0,-312.0,40.0,-976.0,-22.0,-9.1,3.7,1.8,L
31,1278521,171603.0,300.0,-262.0,-319.0,65.0,-989.0,19.0,-1.4,2.6,0.6,L
32,1278582,171609.0,289.0,-255.0,-315.0,39.0,-978.0,53.0,-0.4,-0.7,0.2,L
33,1278611,171615.0,288.0,-255.0,-319.0,20.0,-991.0,38.0,-3.0,1.7,3.8,L
34,1278672,171621.0,288.0,-253.0,-319.0,-23.0,-998.0,50.0,-3.0,1.0,4.6,L
35,1278732,171628.0,289.0,-256.0,-316.0,15.0,-1009.0,75.0,1.3,-1.9,0.7,L
36,1278762,171634.0,292.0,-256.0,-313.0,-12.0,-1005.0,9.0,-5.2,4.2,6.7,L
37,1278822,171640.0,286.0,-253.0,-310.0,0.0,-1000.0,27.0,-1.4,4.2,2.5,L
38,1278882,171646.0,289.0,-247.0,-316.0,1.0,-1018.0,59.0,4.1,-0.3,-1.6,L
1,1639115,209997.0,-453.0,-385.0,-31.0,546.0,-434.0,575.0,-42.5,-43.8,84.1,L
2,1639143,210003.0,-435.0,-402.0,-30.0,520.0,-497.0,658.0,-35.9,-23.7,60.5,L
3,1639205,210010.0,-424.0,-406.0,-30.0,600.0,-460.0,607.0,6.7,-12.6,55.7,L
4,1639265,210016.0,-424.0,-424.0,-28.0,540.0,-462.0,839.0,17.9,2.8,39.9,L
5,1639294,210022.0,-412.0,-433.0,-19.0,564.0,-340.0,794.0,10.4,7.8,21.7,L
6,1639355,210028.0,-399.0,-424.0,-28.0,510.0,-301.0,857.0,13.2,12.6,16.4,L
7,1639415,210035.0,-399.0,-423.0,-27.0,453.0,-245.0,982.0,21.4,8.1,12.3,L
8,1639444,210041.0,-402.0,-435.0,-27.0,476.0,-229.0,903.0,7.4,5.4,1.3,L
9,1639505,210047.0,-409.0,-427.0,-27.0,453.0,-204.0,863.0,9.8,5.7,-0.9,L
10,1639565,210053.0,-403.0,-424.0,-30.0,401.0,-176.0,898.0,26.3,11.8,0.7,L
11,1639625,210060.0,-412.0,-420.0,-27.0,373.0,-105.0,945.0,14.5,9.5,-3.5,L
12,1639758,210066.0,-412.0,-415.0,-24.0,381.0,-107.0,933.0,10.6,-2.9,1.9,L
13,1639780,210072.0,-415.0,-415.0,-21.0,385.0,-106.0,930.0,-0.1,-1.3,1.0,L
14,1639792,210078.0,-415.0,-415.0,-21.0,385.0,-106.0,930.0,0.4,-2.9,2.6,L
15,1639893,210085.0,-423.0,-421.0,-25.0,387.0,-129.0,933.0,1.8,-0.4,3.7,L
16,1639893,210091.0,-423.0,-421.0,-25.0,387.0,-129.0,933.0,-1.8,-3.0,1.1,L
17,1639989,210097.0,-423.0,-421.0,-25.0,413.0,-132.0,899.0,0.4,-0.9,2.1,L
18,1639990,210103.0,-409.0,-429.0,-21.0,390.0,-112.0,950.0,4.4,1.1,2.6,L
19,1640092,210110.0,-421.0,-421.0,-18.0,412.0,-114.0,913.0,0.9,-1.6,3.0,L
20,1640093,210116.0,-421.0,-421.0,-18.0,413.0,-118.0,912.0,-0.2,-1.7,3.3,L
21,1640113,210122.0,-414.0,-426.0,-22.0,418.0,-145.0,892.0,-0.7,-2.9,3.6,L
22,1640165,210128.0,-418.0,-417.0,-24.0,417.0,-134.0,908.0,-0.2,-0.2,1.8,L
23,1640196,210135.0,-421.0,-418.0,-21.0,413.0,-124.0,929.0,3.3,2.1,2.3,L
24,1640255,210141.0,-417.0,-414.0,-19.0,411.0,-135.0,919.0,-0.2,-0.5,0.7,L
25,1640333,210147.0,-411.0,-424.0,-19.0,406.0,-129.0,928.0,5.0,1.8,1.2,L
26,1640374,210153.0,-411.0,-424.0,-19.0,408.0,-122.0,915.0,3.3,-2.1,0.8,L
27,1640404,210160.0,-408.0,-423.0,-19.0,418.0,-105.0,897.0,1.1,-1.6,0.0,L
28,1640466,210166.0,-417.0,-418.0,-18.0,408.0,-116.0,914.0,1.4,-0.4,0.4,L
29,1640494,210172.0,-414.0,-423.0,-21.0,415.0,-102.0,908.0,1.8,0.9,1.2,L
30,1640555,210178.0,-423.0,-427.0,-15.0,404.0,-98.0,928.0,2.2,2.7,2.1,L
31,1640614,210185.0,-421.0,-421.0,-21.0,407.0,-110.0,933.0,1.6,2.1,2.8,L
32,1640675,210191.0,-417.0,-432.0,-21.0,403.0,-125.0,929.0,0.5,-0.2,2.1,L
33,1640704,210197.0,-421.0,-418.0,-12.0,409.0,-107.0,918.0,1.7,1.4,1.2,L
34,1640765,210203.0,-415.0,-420.0,-13.0,418.0,-109.0,906.0,0.4,-1.6,1.7,L
35,1640794,210210.0,-411.0,-429.0,-15.0,403.0,-103.0,927.0,0.8,0.7,1.6,L
36,1640855,210216.0,-415.0,-420.0,-21.0,404.0,-108.0,916.0,0.7,-1.1,1.6,L
37,1640915,210222.0,-417.0,-424.0,-16.0,394.0,-96.0,937.0,0.8,-1.6,1.7,L
38,1640974,210228.0,-409.0,-423.0,-13.0,412.0,-103.0,913.0,1.2,-2.0,3.0,L
39,1641035,210235.0,-414.0,-424.0,-16.0,419.0,-109.0,906.0,-0.1,0.0,3.0,L
40,1641064,210241.0,-403.0,-420.0,-21.0,411.0,-97.0,920.0,1.0,2.3,1.8,L
41,1641094,210247.0,-415.0,-421.0,-22.0,406.0,-117.0,929.0,0.0,2.0,1.9,L
