Logged started on,29/07/2020 20:06:38
Feature,Magnetometer
Nodes,AM1V310 @305F47

Date,HostTimestamp,NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa)
29/07/2020 20:14:18.893,460413,AM1V310 @305F47,60558,9700A6FE06FF,151,-346,-250
29/07/2020 20:14:18.953,460473,AM1V310 @305F47,60564,9600B3FEF8FE,150,-333,-264
29/07/2020 20:14:19.014,460533,AM1V310 @305F47,60570,9600C5FEF4FE,150,-315,-268
29/07/2020 20:14:19.043,460563,AM1V310 @305F47,60577,7600DCFED4FE,118,-292,-300
29/07/2020 20:14:19.103,460623,AM1V310 @305F47,60583,5400E6FEBBFE,84,-282,-325
29/07/2020 20:14:19.163,460683,AM1V310 @305F47,60589,0D00F4FE9BFE,13,-268,-357
29/07/2020 20:14:19.193,460713,AM1V310 @305F47,60595,D3FFFDFE91FE,-45,-259,-367
29/07/2020 20:14:19.253,460773,AM1V310 @305F47,60602,9DFF09FF8CFE,-99,-247,-372
29/07/2020 20:14:19.314,460833,AM1V310 @305F47,60608,6AFFF8FE88FE,-150,-264,-376
29/07/2020 20:14:19.343,460863,AM1V310 @305F47,60614,43FFE5FE92FE,-189,-283,-366
29/07/2020 20:14:19.433,460953,AM1V310 @305F47,60620,27FFCDFEA4FE,-217,-307,-348
29/07/2020 20:14:19.467,460987,AM1V310 @305F47,60627,15FFC1FEA4FE,-235,-319,-348
29/07/2020 20:14:19.493,461013,AM1V310 @305F47,60633,19FFB9FE89FE,-231,-327,-375
29/07/2020 20:14:19.553,461073,AM1V310 @305F47,60639,3DFFAFFE74FE,-195,-337,-396
29/07/2020 20:14:19.613,461133,AM1V310 @305F47,60645,78FFA7FE6BFE,-136,-345,-405
29/07/2020 20:14:19.674,461194,AM1V310 @305F47,60652,A9FFA6FE65FE,-87,-346,-411
29/07/2020 20:14:19.703,461223,AM1V310 @305F47,60658,E4FFACFE74FE,-28,-340,-396
29/07/2020 20:14:19.763,461283,AM1V310 @305F47,60664,0900ACFE82FE,9,-340,-382
29/07/2020 20:14:19.793,461312,AM1V310 @305F47,60670,1C00B3FE91FE,28,-333,-367
29/07/2020 20:14:19.853,461373,AM1V310 @305F47,60677,2E00BFFE97FE,46,-321,-361
29/07/2020 20:14:19.913,461433,AM1V310 @305F47,60683,3300C1FE8FFE,51,-319,-369
29/07/2020 20:14:19.943,461463,AM1V310 @305F47,60689,3700C5FE9DFE,55,-315,-355
29/07/2020 20:14:20.004,461523,AM1V310 @305F47,60695,2B00CBFE9DFE,43,-309,-355
29/07/2020 20:14:20.093,461613,AM1V310 @305F47,60702,2E00D6FE97FE,46,-298,-361
29/07/2020 20:14:20.125,461645,AM1V310 @305F47,60708,2E00E2FE98FE,46,-286,-360
29/07/2020 20:14:20.153,461673,AM1V310 @305F47,60714,2B00E6FE9EFE,43,-282,-354
29/07/2020 20:14:20.213,461733,AM1V310 @305F47,60720,2700E9FE97FE,39,-279,-361
29/07/2020 20:14:20.243,461763,AM1V310 @305F47,60727,2D00E9FEA0FE,45,-279,-352
29/07/2020 20:14:20.303,461823,AM1V310 @305F47,60733,2700EBFE9AFE,39,-277,-358
29/07/2020 20:14:20.363,461883,AM1V310 @305F47,60739,2200E9FE9AFE,34,-279,-358
29/07/2020 20:14:20.394,461913,AM1V310 @305F47,60745,2100EFFE9EFE,33,-273,-354
29/07/2020 20:14:20.453,461973,AM1V310 @305F47,60752,2400ECFE9DFE,36,-276,-355
29/07/2020 20:14:20.513,462033,AM1V310 @305F47,60758,2500EBFE97FE,37,-277,-361
29/07/2020 20:14:20.543,462062,AM1V310 @305F47,60764,2400E6FE98FE,36,-282,-360
29/07/2020 20:14:20.603,462123,AM1V310 @305F47,60770,1C00E3FE95FE,28,-285,-363
29/07/2020 20:14:20.663,462183,AM1V310 @305F47,60777,2B00ECFE8FFE,43,-276,-369
29/07/2020 20:14:20.693,462212,AM1V310 @305F47,60783,1B00E6FEA0FE,27,-282,-352
29/07/2020 20:14:20.753,462273,AM1V310 @305F47,60789,2B00F1FE95FE,43,-271,-363
